Name;Municipality;Owner/owner of the spv;Spv;Operator, contact details;Cabel information,contact details;"Nominal power (kW)";Installation year;Wind turbine Manufacturer;Wind turbine tip height (m);Wind turbine hub height (m);Wind turbine rotor diameter (m);Region;"Installed (1)/Not in use(0)";Demolish year
Leipiö 1;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2013;Siemens Gamesa;;140;128;Lappi;1;
Leipiö 2;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2013;Siemens Gamesa;;140;128;Lappi;1;
Leipiö 3;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2013;Siemens Gamesa;;140;128;Lappi;1;
Leipiö 4;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2013;Siemens Gamesa;;140;128;Lappi;1;
Leppävirta 1;Leppävirta;Ilmatar Windpower Oyj;Ilmatar Leppävirta Oy;;;3450;2017;Vestas;;147;126;Pohjois-Savo;1;
Leppävirta 2;Leppävirta;Ilmatar Windpower Oyj;Ilmatar Leppävirta Oy;;;3450;2017;Vestas;;147;126;Pohjois-Savo;1;
Leppävirta 3;Leppävirta;Ilmatar Windpower Oyj;Ilmatar Leppävirta Oy;;;3450;2017;Vestas;;147;126;Pohjois-Savo;1;
Limakko 1;Perho;Taaleri Energia;Limakon Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;144;131;Keski-Pohjanmaa;1;
Limakko 2;Perho;Taaleri Energia;Limakon Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;144;131;Keski-Pohjanmaa;1;
Limakko 3;Perho;Taaleri Energia;Limakon Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;144;131;Keski-Pohjanmaa;1;
Limakko 4;Perho;Taaleri Energia;Limakon Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;144;131;Keski-Pohjanmaa;1;
Limakko 5;Perho;Taaleri Energia;Limakon Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;144;131;Keski-Pohjanmaa;1;
Limakko 6;Perho;Taaleri Energia;Limakon Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;144;131;Keski-Pohjanmaa;1;
Limakko 7;Perho;Taaleri Energia;Limakon Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;144;131;Keski-Pohjanmaa;1;
Limakko 8;Perho;Taaleri Energia;Limakon Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;144;131;Keski-Pohjanmaa;1;
Limakko 9;Perho;Taaleri Energia;Limakon Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;144;131;Keski-Pohjanmaa;1;
Lumparland 1;Lumparland;Ålands Vindenergi Andelslag;;;;600;2003;Enercon;;65;45;Ahvenanmaa;1;
Lumparland 2;Lumparland;Ålands Vindenergi Andelslag;;;;600;2003;Enercon;;65;45;Ahvenanmaa;1;
LW Korpiranta;Lapua;Kyyttö Energy Oy;;;;4200;2017;Enercon;;135;141;Etelä-Pohjanmaa;1;
LW Koskenkylä ;Kokkola;Koskenkylän tuulienergia Oy;;;;2350;2017;Enercon;;;;Keski-Pohjanmaa;1;
LW Mustaisneva 6;Kauhajoki;Suotuuli Oy;;;;2500;2016;Enercon;;120;100;Etelä-Pohjanmaa;1;
LW Pensala;Uusikaarlepyy;Årvas Wind Ab;;;;2500;2016;Enercon;149;100;98;Pohjanmaa;1;
Långmossa 1;Maalahti;IKEA;Långmossa Wind Park AB (spv);OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4500;2020;Nordex Acciona;230;155,5;149;Pohjanmaa;1;
Långmossa 2;Maalahti;IKEA;Långmossa Wind Park AB (spv);OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4500;2020;Nordex Acciona;230;155,5;149;Pohjanmaa;1;
Långmossa 3;Maalahti;IKEA;Långmossa Wind Park AB (spv);OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4500;2020;Nordex Acciona;230;155,5;149;Pohjanmaa;1;
Långmossa 4;Maalahti;IKEA;Långmossa Wind Park AB (spv);OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4500;2020;Nordex Acciona;230;155,5;149;Pohjanmaa;1;
Långmossa 5;Maalahti;IKEA;Långmossa Wind Park AB (spv);OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4000;2020;Nordex Acciona;230;155,5;149;Pohjanmaa;1;
Långmossa 6;Maalahti;IKEA;Långmossa Wind Park AB (spv);OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4000;2020;Nordex Acciona;230;155,5;149;Pohjanmaa;1;
Långmossa 7;Maalahti;IKEA;Långmossa Wind Park AB (spv);OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4000;2020;Nordex Acciona;230;155,5;149;Pohjanmaa;1;
Långnabba I & II 1;Eckerö;Vind AX ab;;;;4300;2022;Vestas;180;112;136;Ahvenanmaa;1;
Långnabba I & II 2;Eckerö;Vind AX ab;;;;4300;2022;Vestas;180;112;136;Ahvenanmaa;1;
Långnabba I & II 3;Eckerö;Vind AX ab;;;;4300;2022;Vestas;180;112;136;Ahvenanmaa;1;
Långnabba I & II 4;Eckerö;Vind AX ab;;;;4300;2022;Vestas;180;112;136;Ahvenanmaa;1;
Långnabba I & II 5;Eckerö;Vind AX ab;;;;4300;2022;Vestas;180;112;136;Ahvenanmaa;1;
Långnabba I & II 6;Eckerö;Vind AX ab;;;;4300;2022;Vestas;180;112;136;Ahvenanmaa;1;
Långnabba I & II 7;Eckerö;Vind AX ab;;;;4300;2022;Vestas;180;112;136;Ahvenanmaa;1;
Långnabba I & II 8;Eckerö;Vind AX ab;;;;4300;2022;Vestas;180;112;136;Ahvenanmaa;1;
Långnabba I & II 9;Eckerö;Vind AX ab;;;;4300;2022;Vestas;180;112;136;Ahvenanmaa;1;
Långnabba I & II 10;Eckerö;Vind AX ab;;;;4300;2022;Vestas;180;112;136;Ahvenanmaa;1;
Marjamäenvuori 1;Sastamala;Oittisen tila Oy;;;;225;2005;Vestas;;52;29;Pirkanmaa;1;
Marjaniemi 1;Hailuoto;Spawer Kraft Ab;;;;300;1993;Nordtank;;;;Pohjois-Pohjanmaa;0;2014
Marjaniemi 2;Hailuoto;Spawer Kraft Ab;;;;300;1993;Nordtank;;;;Pohjois-Pohjanmaa;0;2014
Marjaniemi 3;Hailuoto;Spawer Kraft Ab;;;;500;1995;Nordtank;;;;Pohjois-Pohjanmaa;0;2014
Mastokangas 1;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 2;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 3;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 4;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 5;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 6;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 7;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 8;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 9;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 10;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 11;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mastokangas 12;Raahe;Aquila Capital;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;5700;2022;Nordex Acciona;239,5;155;149;Pohjois-Pohjanmaa;1;
Mellanön;Eckerö;JG Vind;;;;500;1995;Vestas;;40,5;39;Ahvenanmaa;1;
Meri-Pori 1;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;1000;1999;Siemens Gamesa;;60;54;Satakunta;0;2022
Meri-Pori 10;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3000;2006;WinWinD;;90;90;Satakunta;1;
Meri-Pori 11;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3000;2009;WinWinD;;90;90;Satakunta;1;
Meri-Pori 2;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;1000;1999;Siemens Gamesa;;60;54;Satakunta;0;2022
Meri-Pori 3;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;1000;1999;Siemens Gamesa;;60;54;Satakunta;0;2022
Meri-Pori 4;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;1000;1999;Siemens Gamesa;;60;54;Satakunta;0;2014
Meri-Pori 5;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;1000;1999;Siemens Gamesa;;60;54;Satakunta;1;
Meri-Pori 6;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;1000;1999;Siemens Gamesa;;60;54;Satakunta;1;
Meri-Pori 7;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;1000;1999;Siemens Gamesa;;60;54;Satakunta;1;
Meri-Pori 8;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;1000;1999;Siemens Gamesa;;60;54;Satakunta;1;
Meri-Pori 9;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;2000;2002;Siemens Gamesa;;80;76;Satakunta;1;
Metsälamminkangas 1;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 2;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 3;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 4;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 5;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 6;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 7;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 8;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 9;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 10;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 11;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 12;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 13;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 14;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;230;151;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 15;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;220;141;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 16;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;220;141;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 17;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;220;141;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 18;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;220;141;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 19;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;220;141;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 20;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;220;141;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 21;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;220;141;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 22;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;220;141;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 23;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;220;141;158;Pohjois-Pohjanmaa;1;
Metsälamminkangas 24;Vaala;Lundin Energy & Sval Energy;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;5500;2022;GE;220;141;158;Pohjois-Pohjanmaa;1;
Metsälä 1;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 10;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 11;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 12;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 13;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 14;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 15;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 16;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 17;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 18;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 19;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 2;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 20;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 21;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 22;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 23;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 24;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 25;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 26;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 27;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 28;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 29;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 3;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 30;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 31;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 32;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 33;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 34;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 4;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 5;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 6;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 7;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
